,gsis_id,player_id,team,name_fixed,position,years_pro,height,weight,start_time,week,day_of_week,season_year,season_type,home_team,away_team,home_score,away_score,fantasy_score,fumbles_rec_tds,fumbles_lost,passing_int,passing_yds,passing_tds,passing_twoptm,receiving_rec,receiving_tds,receiving_twoptm,receiving_yds,rushing_yds,rushing_tds,rushing_twoptm,kicking_rec_tds,puntret_tds,receiving_tar,rushing_att,passing_att,forecast,home,Year,Week,team_id,city,name,temp,desc,desc_simple,prev_score,avg3_score,avg5_score,avg3_tar,avg5_tar,avg3_rush_att,avg5_rush_att,prev_tar,prev_rush_att,prev_pass_att,avg3_pass_att,avg5_pass_att
7913,2017120308,00-0031418,NYJ,A.Seferian-Jenkins,TE,5.0,77.0,262.0,2017-12-03 18:00:00,13,Sunday,2017,Regular,NYJ,KC,38,31,1.7000000000000002,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,3,0,0,46f Mostly Cloudy,Jets,2017.0,13.0,NYJ,New York,Jets,46.0,Mostly Cloudy,Good,3.6999999999999993,5.466666666666669,6.2600000000000025,6.0,5.6,0.0,0.0,7.0,0.0,0.0,0.0,0.0
7916,2017121009,00-0031418,NYJ,A.Seferian-Jenkins,TE,5.0,77.0,262.0,2017-12-10 21:05:00,14,Sunday,2017,Regular,DEN,NYJ,23,0,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,58f Clear,Broncos,2017.0,14.0,DEN,Denver,Broncos,58.0,Clear,Good,1.6999999999999993,5.033333333333335,4.6800000000000015,6.333333333333332,5.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0
7919,2017121705,00-0031418,NYJ,A.Seferian-Jenkins,TE,5.0,77.0,262.0,2017-12-17 18:00:00,15,Sunday,2017,Regular,NO,NYJ,31,19,2.3,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,2,0,0,DOME,Saints,2017.0,15.0,NO,New Orleans,Saints,65.0,DOME,Good,0.5999999999999992,2.0000000000000018,3.740000000000003,4.666666666666667,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
7922,2017122406,00-0031418,NYJ,A.Seferian-Jenkins,TE,5.0,77.0,262.0,2017-12-24 18:00:00,16,Sunday,2017,Regular,NYJ,UNK,7,14,4.1,0,0,0,0,0,0,4,0,0,21,0,0,0,0,0,8,0,0,38f Clear,Jets,2017.0,16.0,NYJ,New York,Jets,38.0,Clear,Good,2.299999999999999,1.5333333333333348,3.6000000000000028,3.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8130,2017090700,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-09-08 00:30:00,1,Thursday,2017,Regular,NE,KC,27,42,31.02,0,0,0,368,4,0,0,0,0,0,3,0,0,0,0,0,5,35,62f Clear,Patriots,2017.0,1.0,NE,New England,Patriots,62.0,Clear,Good,0.0,,,,,,,0.0,0.0,0.0,,
8160,2017091704,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-09-17 17:00:00,2,Sunday,2017,Regular,KC,PHI,27,20,16.14,0,0,0,251,1,0,0,0,0,0,21,0,0,0,0,0,4,28,65f Overcast,Chiefs,2017.0,2.0,KC,Kansas City,Chiefs,65.0,Overcast,Good,31.02,,,,,,,0.0,5.0,35.0,,
8187,2017092412,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-09-24 20:25:00,3,Sunday,2017,Regular,UNK,KC,10,24,15.1,0,0,0,155,2,0,0,0,0,0,9,0,0,0,0,0,2,21,,,,,,,,,,,16.139999999999993,,,,,,,0.0,4.0,28.0,,
8218,2017100200,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-10-03 00:30:00,4,Monday,2017,Regular,KC,WAS,29,20,27.32,0,0,0,293,1,0,0,0,0,0,56,1,0,0,0,0,7,37,78f Clear,Chiefs,2017.0,4.0,KC,Kansas City,Chiefs,78.0,Clear,Good,15.099999999999996,20.753333333333334,,0.0,,3.6666666666666665,,0.0,2.0,21.0,28.0,
8246,2017100811,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-10-09 00:30:00,5,Sunday,2017,Regular,HOU,KC,34,42,26.86,0,0,0,324,3,0,0,0,0,0,19,0,0,0,0,0,5,37,83f Clear,Texans,2017.0,5.0,HOU,Houston,Texans,83.0,Clear,Good,27.319999999999997,19.52,,0.0,,4.333333333333333,,0.0,7.0,37.0,28.66666666666667,
8270,2017101509,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-10-15 20:25:00,6,Sunday,2017,Regular,KC,PIT,13,19,15.14,0,0,0,246,1,0,0,0,0,0,13,0,0,0,0,0,5,34,60f Clear,Chiefs,2017.0,6.0,KC,Kansas City,Chiefs,60.0,Clear,Good,26.85999999999999,23.09333333333333,23.288,0.0,0.0,4.666666666666667,4.6,0.0,5.0,37.0,31.66666666666667,31.6
8295,2017101900,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-10-20 00:25:00,7,Thursday,2017,Regular,OAK,KC,31,30,25.68,0,0,0,342,3,0,0,0,0,0,0,0,0,0,0,0,1,36,61f Partly Cloudy,Raiders,2017.0,7.0,OAK,Oakland,Raiders,61.0,Partly Cloudy,Good,15.139999999999993,23.10666666666667,20.112000000000002,0.0,0.0,5.666666666666668,4.6,0.0,5.0,34.0,36.0,31.4
8320,2017103000,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-10-31 00:30:00,8,Monday,2017,Regular,KC,DEN,29,19,13.38,0,1,0,202,1,0,0,0,0,0,33,0,0,0,0,0,4,31,41f Clear,Chiefs,2017.0,8.0,KC,Kansas City,Chiefs,41.0,Clear,Good,25.679999999999996,22.56,22.02,0.0,0.0,3.6666666666666665,4.0,0.0,1.0,36.0,35.666666666666664,33.0
8340,2017110509,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-11-05 21:25:00,9,Sunday,2017,Regular,DAL,KC,28,17,19.42,0,0,1,263,2,0,0,0,0,0,19,0,0,0,0,0,5,34,90f Clear,Cowboys,2017.0,9.0,DAL,Dallas,Cowboys,90.0,Clear,Good,13.379999999999995,18.066666666666666,21.675999999999995,0.0,0.0,3.333333333333333,4.4,0.0,4.0,31.0,33.666666666666664,35.0
8384,2017111906,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-11-19 18:00:00,11,Sunday,2017,Regular,NYG,KC,12,9,9.900000000000002,0,0,2,230,0,0,0,0,0,0,27,0,0,0,0,0,5,40,49f Mostly Cloudy,Giants,2017.0,11.0,NYG,New York,Giants,49.0,Mostly Cloudy,Good,19.419999999999995,19.493333333333336,20.096,0.0,0.0,3.333333333333333,4.0,0.0,5.0,34.0,33.666666666666664,34.4
8410,2017112603,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-11-26 18:00:00,12,Sunday,2017,Regular,KC,BUF,10,16,14.46,0,0,1,199,1,0,0,0,0,0,35,0,0,0,0,0,5,36,58f Clear,Chiefs,2017.0,12.0,KC,Kansas City,Chiefs,58.0,Clear,Good,9.9,14.233333333333334,16.704,0.0,0.0,4.666666666666667,4.0,0.0,5.0,40.0,35.0,35.0
8437,2017120308,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-12-03 18:00:00,13,Sunday,2017,Regular,NYJ,KC,38,31,37.64,0,0,0,366,4,0,0,0,0,0,70,0,0,0,0,0,1,33,46f Mostly Cloudy,Jets,2017.0,13.0,NYJ,New York,Jets,46.0,Mostly Cloudy,Good,14.459999999999996,14.593333333333335,16.567999999999998,0.0,0.0,5.0,4.0,0.0,5.0,36.0,36.66666666666666,35.4
8463,2017121006,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-12-10 18:00:00,14,Sunday,2017,Regular,KC,OAK,26,15,12.12,0,0,1,268,0,0,0,0,0,0,24,0,0,0,0,0,5,34,47f Clear,Chiefs,2017.0,14.0,KC,Kansas City,Chiefs,47.0,Clear,Good,37.63999999999999,20.66666666666667,18.96,0.0,0.0,3.6666666666666665,4.0,0.0,1.0,33.0,36.333333333333336,34.8
8488,2017121601,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-12-17 01:30:00,15,Saturday,2017,Regular,KC,UNK,30,13,18.540000000000006,0,0,0,231,2,0,0,0,0,0,13,0,0,0,0,0,3,30,50f Clear,Chiefs,2017.0,15.0,KC,Kansas City,Chiefs,50.0,Clear,Good,12.11999999999999,21.406666666666673,18.708,0.0,0.0,3.6666666666666665,4.2,0.0,5.0,34.0,34.333333333333336,35.4
8514,2017122403,00-0023436,KC,A.Smith,QB,14.0,76.0,217.0,2017-12-24 18:00:00,16,Sunday,2017,Regular,KC,MIA,29,13,17.46,0,0,0,304,1,0,0,0,0,0,13,0,0,0,0,0,4,39,22f Mostly Cloudy,Chiefs,2017.0,16.0,KC,Kansas City,Chiefs,22.0,Mostly Cloudy,Good,18.539999999999992,22.76666666666667,18.532,0.0,0.0,3.0,3.8,0.0,3.0,30.0,32.333333333333336,34.6
8937,2017091100,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-09-11 23:10:00,1,Monday,2017,Regular,MIN,NO,29,19,20.200000000000006,0,0,0,0,0,0,9,0,0,157,0,0,0,0,0,10,0,0,DOME,Vikings,2017.0,1.0,MIN,Minnesota,Vikings,65.0,DOME,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8940,2017091706,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-09-17 17:00:00,2,Sunday,2017,Regular,PIT,MIN,26,9,4.9,0,1,0,0,0,0,5,0,0,44,0,0,0,0,0,6,0,0,78f Clear,Steelers,2017.0,2.0,PIT,Pittsburgh,Steelers,78.0,Clear,Good,20.200000000000006,,,,,,,10.0,0.0,0.0,,
8943,2017092406,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-09-24 17:00:00,3,Sunday,2017,Regular,MIN,TB,34,17,12.3,0,0,0,0,0,0,5,0,0,98,0,0,0,0,0,8,0,0,DOME,Vikings,2017.0,3.0,MIN,Minnesota,Vikings,65.0,DOME,Good,4.899999999999999,,,,,,,6.0,0.0,0.0,,
8946,2017100106,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-10-01 17:00:00,4,Sunday,2017,Regular,MIN,DET,7,14,6.4,0,1,0,0,0,0,5,0,0,59,0,0,0,0,0,8,0,0,DOME,Vikings,2017.0,4.0,MIN,Minnesota,Vikings,65.0,DOME,Good,12.3,12.466666666666667,,8.0,,0.0,,8.0,0.0,0.0,0.0,
8949,2017100900,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-10-10 00:30:00,5,Monday,2017,Regular,CHI,MIN,17,20,7.0,0,0,0,0,0,0,5,0,0,34,11,0,0,0,0,8,1,0,64f Clear,Bears,2017.0,5.0,CHI,Chicago,Bears,64.0,Clear,Good,6.399999999999999,7.866666666666667,,7.333333333333332,,0.0,,8.0,0.0,0.0,0.0,
8952,2017101503,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-10-15 17:00:00,6,Sunday,2017,Regular,MIN,GB,23,10,14.2,0,0,0,0,0,0,9,0,0,97,0,0,0,0,0,13,0,0,DOME,Vikings,2017.0,6.0,MIN,Minnesota,Vikings,65.0,DOME,Good,6.999999999999997,8.566666666666668,10.16,8.0,8.0,0.3333333333333333,0.2,8.0,1.0,0.0,0.0,0.0
8956,2017102207,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-10-22 17:00:00,7,Sunday,2017,Regular,MIN,BAL,24,16,6.6000000000000005,0,0,0,0,0,0,5,0,0,41,0,0,0,0,0,12,0,0,DOME,Vikings,2017.0,7.0,MIN,Minnesota,Vikings,65.0,DOME,Good,14.2,9.2,8.959999999999997,9.666666666666666,8.6,0.3333333333333333,0.2,13.0,0.0,0.0,0.0,0.0
8959,2017102900,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-10-30 01:30:00,8,Sunday,2017,Regular,CLE,MIN,16,33,18.3,0,0,0,0,0,0,5,1,0,98,0,0,0,0,0,10,0,0,54f Clear,Browns,2017.0,8.0,CLE,Cleveland,Browns,54.0,Clear,Good,6.6,9.266666666666667,9.3,11.0,9.8,0.3333333333333333,0.2,12.0,0.0,0.0,0.0,0.0
8964,2017111207,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-11-12 18:00:00,10,Sunday,2017,Regular,WAS,MIN,30,38,26.6,0,0,0,0,0,0,8,1,0,166,0,0,0,0,0,13,0,0,43f Clear,Redskins,2017.0,10.0,WAS,Washington,Redskins,43.0,Clear,Good,18.3,13.033333333333335,10.5,11.666666666666664,10.2,0.0,0.2,10.0,0.0,0.0,0.0,0.0
8968,2017111904,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-11-19 18:00:00,11,Sunday,2017,Regular,MIN,LA,24,7,21.3,0,0,0,0,0,0,6,1,0,123,0,0,0,0,0,9,0,0,DOME,Vikings,2017.0,11.0,MIN,Minnesota,Vikings,65.0,DOME,Good,26.6,17.16666666666667,14.539999999999996,11.666666666666664,11.2,0.0,0.2,13.0,0.0,0.0,0.0,0.0
8971,2017112300,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-11-23 17:30:00,12,Thursday,2017,Regular,DET,MIN,23,30,12.9,0,0,0,0,0,0,8,0,0,89,0,0,0,0,0,11,0,0,DOME,Lions,2017.0,12.0,DET,Detroit,Lions,65.0,DOME,Good,21.3,22.066666666666674,17.4,10.666666666666666,11.4,0.0,0.0,9.0,0.0,0.0,0.0,0.0
8974,2017120300,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-12-03 18:00:00,13,Sunday,2017,Regular,ATL,MIN,9,14,7.1000000000000005,0,0,0,0,0,0,4,0,0,51,0,0,0,0,0,5,0,0,DOME,Falcons,2017.0,13.0,ATL,Atlanta,Falcons,65.0,DOME,Good,12.899999999999995,20.26666666666668,17.139999999999993,11.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
8977,2017121001,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-12-10 18:00:00,14,Sunday,2017,Regular,CAR,MIN,31,24,19.5,0,0,0,0,0,0,6,1,0,105,0,0,0,0,0,13,0,0,39f Clear,Panthers,2017.0,14.0,CAR,Carolina,Panthers,39.0,Clear,Good,7.099999999999996,13.766666666666673,17.24,8.333333333333334,9.6,0.0,0.0,5.0,0.0,0.0,0.0,0.0
8981,2017121704,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-12-17 18:00:00,15,Sunday,2017,Regular,MIN,CIN,34,7,4.5,0,0,0,0,0,0,3,0,0,30,0,0,0,0,0,5,0,0,DOME,Vikings,2017.0,15.0,MIN,Minnesota,Vikings,65.0,DOME,Good,19.499999999999996,13.166666666666671,17.479999999999997,9.666666666666666,10.2,0.0,0.0,13.0,0.0,0.0,0.0,0.0
8985,2017122301,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-12-24 01:30:00,16,Saturday,2017,Regular,GB,MIN,0,16,3.4000000000000004,0,0,0,0,0,0,2,0,0,24,0,0,0,0,0,6,0,0,9f Clear,Packers,2017.0,16.0,GB,Green Bay,Packers,9.0,Clear,Good,4.499999999999994,10.366666666666672,13.059999999999995,7.666666666666668,8.6,0.0,0.0,5.0,0.0,0.0,0.0,0.0
8989,2017123105,00-0030035,MIN,A.Thielen,WR,5.0,74.0,200.0,2017-12-31 18:00:00,17,Sunday,2017,Regular,MIN,CHI,23,10,9.1,0,0,0,0,0,0,6,0,0,61,0,0,0,0,0,7,0,0,DOME,Vikings,2017.0,17.0,MIN,Minnesota,Vikings,65.0,DOME,Good,3.399999999999993,9.133333333333338,9.48,8.0,8.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
10059,2017091707,00-0033896,CHI,Adam Shaheen,TE,2.0,78.0,270.0,2017-09-17 17:00:00,2,Sunday,2017,Regular,TB,CHI,29,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88f Clear,Buccaneers,2017.0,2.0,TB,Tampa Bay,Buccaneers,88.0,Clear,Good,0.0,,,,,,,0.0,0.0,0.0,,
10060,2017092403,00-0033896,CHI,Adam Shaheen,TE,2.0,78.0,270.0,2017-09-24 17:00:00,3,Sunday,2017,Regular,CHI,PIT,23,17,6.7,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,87f Clear,Bears,2017.0,3.0,CHI,Chicago,Bears,87.0,Clear,Good,0.0,,,,,,,0.0,0.0,0.0,,
10061,2017102904,00-0033896,CHI,Adam Shaheen,TE,2.0,78.0,270.0,2017-10-29 17:00:00,8,Sunday,2017,Regular,NO,CHI,20,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DOME,Saints,2017.0,8.0,NO,New Orleans,Saints,65.0,DOME,Good,6.7,,,,,,,1.0,0.0,0.0,,
10062,2017111201,00-0033896,CHI,Adam Shaheen,TE,2.0,78.0,270.0,2017-11-12 18:00:00,10,Sunday,2017,Regular,CHI,GB,16,23,4.9,0,0,0,0,0,0,2,0,0,39,0,0,0,0,0,2,0,0,39f Light Rain,Bears,2017.0,10.0,CHI,Chicago,Bears,39.0,Light Rain,Wet,0.0,2.2333333333333334,,0.6666666666666666,,0.0,,1.0,0.0,0.0,0.0,
10063,2017111900,00-0033896,CHI,Adam Shaheen,TE,2.0,78.0,270.0,2017-11-19 18:00:00,11,Sunday,2017,Regular,CHI,DET,24,27,12.1,0,0,0,0,0,0,4,1,0,41,0,0,0,0,0,4,0,0,31f Partly Cloudy,Bears,2017.0,11.0,CHI,Chicago,Bears,31.0,Partly Cloudy,Good,4.9,3.8666666666666667,,1.3333333333333333,,0.0,,2.0,0.0,0.0,0.0,
10064,2017112606,00-0033896,CHI,Adam Shaheen,TE,2.0,78.0,270.0,2017-11-26 18:00:00,12,Sunday,2017,Regular,PHI,CHI,31,3,0.6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,48f Clear,Eagles,2017.0,12.0,PHI,Philadelphia,Eagles,48.0,Clear,Good,12.1,5.666666666666668,4.74,2.333333333333333,1.6,0.0,0.0,4.0,0.0,0.0,0.0,0.0
10065,2017121002,00-0033896,CHI,Adam Shaheen,TE,2.0,78.0,270.0,2017-12-10 18:00:00,14,Sunday,2017,Regular,CIN,CHI,7,33,12.4,0,0,0,0,0,0,4,1,0,44,0,0,0,0,0,5,0,0,30f Mostly Cloudy,Bengals,2017.0,14.0,CIN,Cincinnati,Bengals,30.0,Mostly Cloudy,Good,0.5999999999999979,5.866666666666667,4.860000000000001,2.333333333333333,1.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10285,2017091700,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-09-17 17:00:00,2,Sunday,2017,Regular,BAL,CLE,24,10,2.2,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,7,0,78f Mostly Cloudy,Ravens,2017.0,2.0,BAL,Baltimore,Ravens,78.0,Mostly Cloudy,Good,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,
10287,2017092400,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-09-25 01:30:00,3,Sunday,2017,Regular,JAX,BAL,44,7,8.200000000000001,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,9,0,70f Partly Cloudy,Jaguars,2017.0,3.0,JAX,Jacksonville,Jaguars,70.0,Partly Cloudy,Good,2.2,,,,,,,0.0,7.0,0.0,,
10289,2017100102,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-10-01 17:00:00,4,Sunday,2017,Regular,BAL,PIT,9,26,6.200000000000001,0,1,0,0,0,0,0,0,0,0,82,0,0,0,0,2,9,0,64f Clear,Ravens,2017.0,4.0,BAL,Baltimore,Ravens,64.0,Clear,Good,8.200000000000003,,,,,,,0.0,9.0,0.0,,
10290,2017100809,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-10-08 20:05:00,5,Sunday,2017,Regular,OAK,BAL,17,30,5.5,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,12,0,75f Clear,Raiders,2017.0,5.0,OAK,Oakland,Raiders,75.0,Clear,Good,6.200000000000002,5.533333333333334,,0.6666666666666666,,8.333333333333334,,2.0,9.0,0.0,0.0,
10292,2017101501,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-10-15 17:00:00,6,Sunday,2017,Regular,BAL,CHI,24,27,7.4,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,15,0,68f Mostly Cloudy,Ravens,2017.0,6.0,BAL,Baltimore,Ravens,68.0,Mostly Cloudy,Good,5.500000000000003,6.633333333333334,,0.6666666666666666,,10.0,,0.0,12.0,0.0,0.0,
10294,2017102207,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-10-22 17:00:00,7,Sunday,2017,Regular,MIN,BAL,24,16,3.0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,10,0,DOME,Vikings,2017.0,7.0,MIN,Minnesota,Vikings,65.0,DOME,Good,7.400000000000002,6.366666666666667,5.9,0.6666666666666666,0.4,12.0,10.4,0.0,15.0,0.0,0.0,0.0
10295,2017102600,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-10-27 00:25:00,8,Thursday,2017,Regular,BAL,MIA,40,0,15.3,0,0,0,0,0,0,2,0,0,30,113,0,0,0,0,2,18,0,48f Clear,Ravens,2017.0,8.0,BAL,Baltimore,Ravens,48.0,Clear,Good,3.0000000000000018,5.3,6.0600000000000005,0.0,0.4,12.333333333333336,11.0,0.0,10.0,0.0,0.0,0.0
10296,2017110506,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-11-05 18:00:00,9,Sunday,2017,Regular,TEN,BAL,23,20,5.1,0,0,0,0,0,0,1,0,0,3,43,0,0,0,0,1,13,0,75f Mostly Cloudy,Titans,2017.0,9.0,TEN,Tennessee,Titans,75.0,Mostly Cloudy,Good,15.300000000000004,8.566666666666668,7.479999999999999,0.6666666666666666,0.8,14.333333333333336,12.8,2.0,18.0,0.0,0.0,0.0
10298,2017111902,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-11-19 18:00:00,11,Sunday,2017,Regular,GB,BAL,0,23,15.1,0,0,0,0,0,0,4,0,0,22,49,1,0,0,0,7,20,0,26f Partly Cloudy,Packers,2017.0,11.0,GB,Green Bay,Packers,26.0,Partly Cloudy,Good,5.100000000000005,7.8000000000000025,7.26,1.0,0.6,13.666666666666664,13.6,1.0,13.0,0.0,0.0,0.0
10299,2017112700,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-11-28 01:30:00,12,Monday,2017,Regular,BAL,HOU,23,16,12.7,0,0,0,0,0,0,2,0,0,-3,60,1,0,0,0,2,16,0,44f Clear,Ravens,2017.0,12.0,BAL,Baltimore,Ravens,44.0,Clear,Good,15.100000000000007,11.833333333333336,9.18,3.333333333333333,2.0,17.0,15.2,7.0,20.0,0.0,0.0,0.0
10300,2017120301,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-12-03 18:00:00,13,Sunday,2017,Regular,BAL,DET,44,20,22.8,0,0,0,0,0,0,2,0,0,23,75,2,0,0,0,2,15,0,51f Clear,Ravens,2017.0,13.0,BAL,Baltimore,Ravens,51.0,Clear,Good,12.700000000000005,10.966666666666667,10.239999999999998,3.333333333333333,2.4,16.333333333333332,15.4,2.0,16.0,0.0,0.0,0.0
10302,2017121013,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-12-11 01:30:00,14,Sunday,2017,Regular,PIT,BAL,39,38,23.6,0,0,0,0,0,0,2,0,0,46,120,1,0,0,0,2,18,0,30f Mostly Cloudy,Steelers,2017.0,14.0,PIT,Pittsburgh,Steelers,30.0,Mostly Cloudy,Good,22.8,16.866666666666667,14.2,3.6666666666666665,2.8,17.0,16.4,2.0,15.0,0.0,0.0,0.0
10303,2017121702,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-12-17 18:00:00,15,Sunday,2017,Regular,CLE,BAL,10,27,7.700000000000001,0,0,0,0,0,0,5,0,0,33,19,0,0,0,0,8,12,0,34f Clear,Browns,2017.0,15.0,CLE,Cleveland,Browns,34.0,Clear,Good,23.600000000000005,19.7,15.86,2.0,2.8,16.333333333333332,16.4,2.0,18.0,0.0,0.0,0.0
10305,2017122300,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-12-23 21:30:00,16,Saturday,2017,Regular,BAL,IND,23,16,8.100000000000001,0,0,0,0,0,0,3,0,0,15,51,0,0,0,0,4,18,0,61f Drizzle,Ravens,2017.0,16.0,BAL,Baltimore,Ravens,61.0,Drizzle,Wet,7.700000000000002,18.033333333333328,16.380000000000006,4.0,4.2,15.0,16.2,8.0,12.0,0.0,0.0,0.0
10307,2017123101,00-0032426,BAL,Alex Collins,RB,3.0,70.0,210.0,2017-12-31 21:25:00,17,Sunday,2017,Regular,BAL,CIN,27,31,16.6,0,0,0,0,0,0,2,0,0,18,78,1,0,0,0,6,20,0,18f Mostly Cloudy,Ravens,2017.0,17.0,BAL,Baltimore,Ravens,18.0,Mostly Cloudy,Good,8.100000000000003,13.133333333333333,14.98,4.666666666666667,3.6,16.0,15.8,4.0,18.0,0.0,0.0,0.0
10414,2017091100,00-0033906,NO,Alvin Kamara,RB,2.0,70.0,215.0,2017-09-11 23:10:00,1,Monday,2017,Regular,MIN,NO,29,19,5.8,0,0,0,0,0,0,4,0,0,20,18,0,0,0,0,6,7,0,DOME,Vikings,2017.0,1.0,MIN,Minnesota,Vikings,65.0,DOME,Good,2.2,,,,,,,1.0,0.0,0.0,,
10415,2017091705,00-0033906,NO,Alvin Kamara,RB,2.0,70.0,215.0,2017-09-17 17:00:00,2,Sunday,2017,Regular,NO,NE,20,36,6.9,0,0,0,0,0,0,3,0,0,51,3,0,0,0,0,7,1,0,DOME,Saints,2017.0,2.0,NO,New Orleans,Saints,65.0,DOME,Good,5.8,,,,,,,6.0,7.0,0.0,,
10416,2017092402,00-0033906,NO,Alvin Kamara,RB,2.0,70.0,215.0,2017-09-24 17:00:00,3,Sunday,2017,Regular,CAR,NO,13,34,11.7,0,0,0,0,0,0,3,0,0,5,37,1,0,0,0,5,2,0,81f Clear,Panthers,2017.0,3.0,CAR,Carolina,Panthers,81.0,Clear,Good,6.9,,,,,,,7.0,1.0,0.0,,
10417,2017100100,00-0033906,NO,Alvin Kamara,RB,2.0,70.0,215.0,2017-10-02 01:30:00,4,Sunday,2017,Regular,MIA,NO,0,20,20.6,0,0,0,0,0,0,10,1,0,71,25,0,0,0,0,10,5,0,62f Mostly Cloudy,Dolphins,2017.0,4.0,MIA,Miami,Dolphins,62.0,Mostly Cloudy,Good,11.699999999999998,8.133333333333333,,6.0,,3.333333333333333,,5.0,2.0,0.0,0.0,
10418,2017101504,00-0033906,NO,Alvin Kamara,RB,2.0,70.0,215.0,2017-10-15 17:00:00,6,Sunday,2017,Regular,NO,DET,52,38,10.7,0,0,0,0,0,0,4,0,0,12,75,0,0,0,0,4,10,0,DOME,Saints,2017.0,6.0,NO,New Orleans,Saints,65.0,DOME,Good,20.6,13.066666666666668,,7.333333333333332,,2.6666666666666665,,10.0,5.0,0.0,0.0,
