,gsis_id,player_id,team,name_fixed,position,years_pro,height,weight,start_time,week,day_of_week,season_year,season_type,home_team,away_team,home_score,away_score,fantasy_score,fumbles_rec_tds,fumbles_lost,passing_int,passing_yds,passing_tds,passing_twoptm,receiving_rec,receiving_tds,receiving_twoptm,receiving_yds,rushing_yds,rushing_tds,rushing_twoptm,kicking_rec_tds,puntret_tds,receiving_tar,rushing_att,passing_att,forecast,home,Year,Week,team_id,city,name,temp,desc,desc_simple,prev_score,avg3_score,avg5_score,avg3_tar,avg5_tar,avg3_rush_att,avg5_rush_att,prev_tar,prev_rush_att,prev_pass_att,avg3_pass_att,avg5_pass_att
36237,2013091510,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-09-15 20:05:00,2,Sunday,2013,Regular,TB,NO,14,16,14.88,0,0,2,322,1,0,0,0,0,0,0,0,0,0,0,0,0,46,75f Overcast,Buccaneers,2013.0,2.0,TB,Tampa Bay,Buccaneers,75.0,Overcast,Good,21.48,,,,,,,0.0,3.0,35.0,,
36246,2013092207,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-09-22 17:00:00,3,Sunday,2013,Regular,NO,ARI,31,7,31.86,0,0,1,319,3,0,0,0,0,0,21,1,0,0,0,0,6,44,DOME,Saints,2013.0,3.0,NO,New Orleans,Saints,65.0,DOME,Good,14.88,,,,,,,0.0,0.0,46.0,,
36254,2013093000,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-10-01 00:40:00,4,Monday,2013,Regular,NO,MIA,38,17,32.72,0,0,0,413,4,0,0,0,0,0,2,0,0,0,0,0,4,39,DOME,Saints,2013.0,4.0,NO,New Orleans,Saints,65.0,DOME,Good,31.85999999999999,22.74,,0.0,,3.0,,0.0,6.0,44.0,41.66666666666666,
36262,2013100600,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-10-06 17:00:00,5,Sunday,2013,Regular,CHI,NO,18,26,19.52,0,0,0,288,2,0,0,0,0,0,0,0,0,0,0,0,0,35,61f Mostly Cloudy,Bears,2013.0,5.0,CHI,Chicago,Bears,61.0,Mostly Cloudy,Good,32.719999999999985,26.486666666666665,,0.0,,3.333333333333333,,0.0,4.0,39.0,43.0,
36268,2013101310,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-10-13 20:25:00,6,Sunday,2013,Regular,NE,NO,30,27,17.54,0,0,1,236,2,0,0,0,0,0,11,0,0,0,0,0,2,36,47f Fair,Patriots,2013.0,6.0,NE,New England,Patriots,47.0,Fair,Good,19.519999999999982,28.03333333333333,24.092,0.0,0.0,3.333333333333333,2.6,0.0,0.0,35.0,39.333333333333336,39.8
36284,2013102704,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-10-27 17:00:00,8,Sunday,2013,Regular,NO,BUF,35,17,33.18,0,0,0,332,5,0,0,0,0,0,-1,0,0,0,0,0,4,34,DOME,Saints,2013.0,8.0,NO,New Orleans,Saints,65.0,DOME,Good,17.53999999999998,23.259999999999994,23.304000000000002,0.0,0.0,2.0,2.4,0.0,2.0,36.0,36.66666666666666,40.0
36293,2013110303,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-11-03 18:00:00,9,Sunday,2013,Regular,NYJ,NO,26,20,21.18,0,0,2,382,2,0,0,0,0,0,-1,0,0,0,0,0,1,51,53f Overcast,Jets,2013.0,9.0,NYJ,New York,Jets,53.0,Overcast,Good,33.179999999999986,23.41333333333333,26.964000000000002,0.0,0.0,2.0,3.2,0.0,4.0,34.0,35.0,37.6
36301,2013111011,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-11-11 01:30:00,10,Sunday,2013,Regular,NO,DAL,49,17,31.68,0,0,0,392,4,0,0,0,0,0,0,0,0,0,0,0,0,41,DOME,Saints,2013.0,10.0,NO,New Orleans,Saints,65.0,DOME,Good,21.179999999999982,23.966666666666665,24.828000000000003,0.0,0.0,2.333333333333333,2.2,0.0,1.0,51.0,40.333333333333336,39.0
36309,2013111710,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-11-17 21:25:00,11,Sunday,2013,Regular,NO,SF,23,20,15.1,0,0,1,305,1,0,0,0,0,0,-1,0,0,0,0,0,1,43,DOME,Saints,2013.0,11.0,NO,New Orleans,Saints,65.0,DOME,Good,31.679999999999986,28.68,24.62,0.0,0.0,1.6666666666666667,1.4,0.0,0.0,41.0,42.0,39.4
36317,2013112100,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-11-22 01:25:00,12,Thursday,2013,Regular,ATL,NO,13,17,18.52,0,0,0,278,2,0,0,0,0,0,-6,0,0,0,0,0,4,33,DOME,Falcons,2013.0,12.0,ATL,Atlanta,Falcons,65.0,DOME,Good,15.099999999999987,22.653333333333325,23.736,0.0,0.0,0.6666666666666666,1.6,0.0,1.0,43.0,45.0,41.0
36326,2013120200,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-12-03 01:40:00,13,Monday,2013,Regular,SEA,NO,34,7,7.7799999999999985,0,1,0,147,1,0,0,0,0,0,-1,0,0,0,0,0,1,38,42f Partly Cloudy,Seahawks,2013.0,13.0,SEA,Seattle,Seahawks,42.0,Partly Cloudy,Good,18.51999999999999,21.766666666666666,23.932,0.0,0.0,1.6666666666666667,2.0,0.0,4.0,33.0,39.0,40.4
36335,2013120804,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-12-09 01:30:00,14,Sunday,2013,Regular,NO,CAR,31,13,28.82,0,0,0,313,4,0,0,0,0,0,3,0,0,0,0,0,3,42,DOME,Saints,2013.0,14.0,NO,New Orleans,Saints,65.0,DOME,Good,7.7799999999999905,13.799999999999995,18.852,0.0,0.0,2.0,1.4,0.0,1.0,38.0,38.0,41.2
36344,2013121507,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-12-15 21:25:00,15,Sunday,2013,Regular,STL,NO,27,16,22.52,0,1,2,393,1,0,0,0,0,0,8,1,0,0,0,0,2,56,,,,,,,,,,,28.819999999999997,18.373333333333328,20.379999999999995,0.0,0.0,2.6666666666666665,1.8,0.0,3.0,42.0,37.66666666666666,39.4
36353,2013122201,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-12-22 18:00:00,16,Sunday,2013,Regular,CAR,NO,17,13,14.14,0,0,2,281,1,0,0,0,0,0,9,0,0,0,0,0,1,44,70f  Light Rain Fog/Mist,Panthers,2013.0,16.0,CAR,Carolina,Panthers,70.0, Light Rain Fog/Mist,Wet,22.51999999999999,19.706666666666663,18.547999999999995,0.0,0.0,2.0,2.2,0.0,2.0,56.0,45.33333333333334,42.4
36361,2013122908,00-0020531,NO,D.Brees,QB,18.0,72.0,209.0,2013-12-29 21:25:00,17,Sunday,2013,Regular,NO,TB,42,17,38.04,0,0,0,381,4,0,0,0,0,0,8,1,0,0,0,0,2,31,DOME,Saints,2013.0,17.0,NO,New Orleans,Saints,65.0,DOME,Good,14.13999999999999,21.826666666666664,18.355999999999995,0.0,0.0,2.0,2.2,0.0,1.0,44.0,47.33333333333334,42.6
37677,2013090801,00-0029068,SEA,D.Coleman,RB,5.0,72.0,233.0,2013-09-08 17:00:00,1,Sunday,2013,Regular,CAR,SEA,7,12,4.5,0,0,0,0,0,0,3,0,0,30,0,0,0,0,0,3,0,0,87f Mostly Cloudy,Panthers,2013.0,1.0,CAR,Carolina,Panthers,87.0,Mostly Cloudy,Good,1.299999999999998,3.1,3.56,3.333333333333333,2.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0
37696,2013092903,00-0029068,SEA,D.Coleman,RB,5.0,72.0,233.0,2013-09-29 17:00:00,4,Sunday,2013,Regular,HOU,SEA,20,23,0.9,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,82f Mostly Cloudy,Texans,2013.0,4.0,HOU,Houston,Texans,82.0,Mostly Cloudy,Good,4.5,,,,,,,3.0,0.0,0.0,,
37704,2013101309,00-0029068,SEA,D.Coleman,RB,5.0,72.0,233.0,2013-10-13 20:05:00,6,Sunday,2013,Regular,SEA,TEN,20,13,1.1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,57f Partly Cloudy,Seahawks,2013.0,6.0,SEA,Seattle,Seahawks,57.0,Partly Cloudy,Good,0.9000000000000004,,,,,,,1.0,0.0,0.0,,
37708,2013101700,00-0029068,SEA,D.Coleman,RB,5.0,72.0,233.0,2013-10-18 00:25:00,7,Thursday,2013,Regular,ARI,SEA,22,34,1.3,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,0,DOME,Cardinals,2013.0,7.0,ARI,Arizona,Cardinals,65.0,DOME,Good,1.1000000000000003,2.1666666666666665,,1.6666666666666667,,0.0,,1.0,0.0,0.0,0.0,
37734,2013120200,00-0029068,SEA,D.Coleman,RB,5.0,72.0,233.0,2013-12-03 01:40:00,13,Monday,2013,Regular,SEA,NO,34,7,7.6,0,0,0,0,0,0,1,1,0,8,3,0,0,0,0,1,2,0,42f Partly Cloudy,Seahawks,2013.0,13.0,SEA,Seattle,Seahawks,42.0,Partly Cloudy,Good,1.3000000000000005,1.1,,1.0,,0.0,,1.0,0.0,0.0,0.0,
37746,2013121506,00-0029068,SEA,D.Coleman,RB,5.0,72.0,233.0,2013-12-15 18:00:00,15,Sunday,2013,Regular,NYG,SEA,0,23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40f A Few Clouds,Giants,2013.0,15.0,NYG,New York,Giants,40.0,A Few Clouds,Good,7.6,3.3333333333333326,3.08,1.0,1.4,0.6666666666666666,0.4,1.0,2.0,0.0,0.0,0.0
37757,2013122915,00-0029068,SEA,D.Coleman,RB,5.0,72.0,233.0,2013-12-29 21:25:00,17,Sunday,2013,Regular,SEA,STL,27,9,1.1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,44f Overcast,Seahawks,2013.0,17.0,SEA,Seattle,Seahawks,44.0,Overcast,Good,8.881784197001252e-16,2.9666666666666663,2.18,0.6666666666666666,0.8,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,0.0
41297,2013090900,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-09-09 23:10:00,1,Monday,2013,Regular,WAS,PHI,27,33,19.9,0,0,0,0,0,0,7,1,0,104,0,0,0,0,0,9,0,0,72f Mostly Cloudy,Redskins,2013.0,1.0,WAS,Washington,Redskins,72.0,Mostly Cloudy,Good,0.0,,,,,,,0.0,0.0,0.0,,
41312,2013091508,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-09-15 17:00:00,2,Sunday,2013,Regular,PHI,SD,30,33,29.8,0,0,0,0,0,0,9,1,0,193,0,0,0,0,0,15,0,0,72f Mostly Cloudy,Eagles,2013.0,2.0,PHI,Philadelphia,Eagles,72.0,Mostly Cloudy,Good,0.0,6.633333333333333,,3.0,,0.0,,0.0,0.0,0.0,0.0,
41326,2013091900,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-09-20 00:25:00,3,Thursday,2013,Regular,PHI,KC,16,26,7.7,0,0,0,0,0,0,3,0,0,62,0,0,0,0,0,7,0,0,64f Fair,Eagles,2013.0,3.0,PHI,Philadelphia,Eagles,64.0,Fair,Good,29.8,16.566666666666666,,8.0,,0.0,,15.0,0.0,0.0,0.0,
41341,2013092909,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-09-29 20:25:00,4,Sunday,2013,Regular,DEN,PHI,52,20,4.4,0,0,0,0,0,0,2,0,0,34,0,0,0,0,0,6,0,0,73f Mostly Cloudy,Broncos,2013.0,4.0,DEN,Denver,Broncos,73.0,Mostly Cloudy,Good,0.0,2.5666666666666687,7.500000000000003,2.333333333333333,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41355,2013100605,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-10-06 17:00:00,5,Sunday,2013,Regular,NYG,PHI,21,36,22.700000000000006,0,0,0,0,0,0,7,1,0,132,0,0,0,0,0,12,0,0,69f  Fog/Mist,Giants,2013.0,5.0,NYG,New York,Giants,69.0, Fog/Mist,Wet,0.0,1.4666666666666688,2.420000000000001,2.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41370,2013101307,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-10-13 17:00:00,6,Sunday,2013,Regular,TB,PHI,20,31,21.4,0,0,0,0,0,0,6,2,0,64,0,0,0,0,0,6,0,0,84f Mostly Cloudy,Buccaneers,2013.0,6.0,TB,Tampa Bay,Buccaneers,84.0,Mostly Cloudy,Good,0.0,7.56666666666667,5.420000000000003,4.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41381,2013102008,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-10-20 17:00:00,7,Sunday,2013,Regular,PHI,DAL,3,17,3.6,0,0,0,0,0,0,3,0,0,21,0,0,0,0,0,8,0,0,62f A Few Clouds,Eagles,2013.0,7.0,PHI,Philadelphia,Eagles,62.0,A Few Clouds,Good,0.0,7.133333333333336,8.820000000000004,2.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41395,2013102705,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-10-27 17:00:00,8,Sunday,2013,Regular,PHI,NYG,7,15,10.3,0,0,0,0,0,0,8,0,0,63,0,0,0,0,0,11,0,0,58f A Few Clouds,Eagles,2013.0,8.0,PHI,Philadelphia,Eagles,58.0,A Few Clouds,Good,0.0,1.2000000000000028,5.000000000000003,2.6666666666666665,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41409,2013110306,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-11-03 21:05:00,9,Sunday,2013,Regular,OAK,PHI,20,49,23.5,0,0,0,0,0,0,5,1,0,150,0,0,0,0,0,6,0,0,62f Overcast,Raiders,2013.0,9.0,OAK,Oakland,Raiders,62.0,Overcast,Good,10.3,4.633333333333336,7.060000000000002,6.333333333333332,5.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0
41422,2013111003,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-11-10 18:00:00,10,Sunday,2013,Regular,GB,PHI,13,27,16.0,0,0,0,0,0,0,4,1,0,80,0,0,0,0,0,5,0,0,46f Partly Cloudy,Packers,2013.0,10.0,GB,Green Bay,Packers,46.0,Partly Cloudy,Good,0.0,11.266666666666667,7.480000000000002,5.666666666666668,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41432,2013111706,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-11-17 18:00:00,11,Sunday,2013,Regular,PHI,WAS,24,16,10.2,0,0,0,0,0,0,4,0,0,82,0,0,0,0,0,4,0,0,67f Mostly Cloudy,Eagles,2013.0,11.0,PHI,Philadelphia,Eagles,67.0,Mostly Cloudy,Good,0.0,5.333333333333333,9.960000000000004,1.6666666666666667,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41459,2013120106,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-12-01 18:00:00,13,Sunday,2013,Regular,PHI,ARI,24,21,5.1,0,0,0,0,0,0,3,0,0,36,0,0,0,0,0,6,0,0,47f Mostly Cloudy,Eagles,2013.0,13.0,PHI,Philadelphia,Eagles,47.0,Mostly Cloudy,Good,0.0,3.4000000000000012,5.240000000000004,1.3333333333333333,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41473,2013120805,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-12-08 18:00:00,14,Sunday,2013,Regular,PHI,DET,34,20,12.9,0,0,0,0,0,0,4,1,0,59,-10,0,0,0,0,6,1,0,27f  Heavy Snow Freezing Fog,Eagles,2013.0,14.0,PHI,Philadelphia,Eagles,27.0, Heavy Snow Freezing Fog,Snowy,0.0,1.7000000000000004,3.060000000000004,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41485,2013121505,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-12-15 18:00:00,15,Sunday,2013,Regular,MIN,PHI,48,30,30.5,0,0,0,0,0,0,10,1,0,195,0,0,0,0,0,16,0,0,DOME,Vikings,2013.0,15.0,MIN,Minnesota,Vikings,65.0,DOME,Good,0.0,4.3,3.6000000000000028,2.0,2.4,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,0.0
41498,2013122207,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-12-23 01:30:00,16,Sunday,2013,Regular,PHI,CHI,54,11,6.1000000000000005,0,0,0,0,0,0,4,0,0,29,12,0,0,0,0,5,2,0,60f Mostly Cloudy,Eagles,2013.0,16.0,PHI,Philadelphia,Eagles,60.0,Mostly Cloudy,Good,0.0,10.166666666666666,8.680000000000003,5.333333333333333,4.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0
41508,2013122903,00-0026189,PHI,D.Jackson,WR,11.0,70.0,175.0,2013-12-30 01:30:00,17,Sunday,2013,Regular,DAL,PHI,22,24,4.300000000000002,0,0,0,0,0,0,3,0,0,28,0,0,0,0,0,4,0,0,32f Overcast,Cowboys,2013.0,17.0,DAL,Dallas,Cowboys,32.0,Overcast,Good,6.099999999999998,12.2,9.900000000000002,7.0,5.4,0.6666666666666666,0.6,5.0,2.0,0.0,0.0,0.0
43105,2013090807,00-0029613,TB,D.Martin,RB,7.0,69.0,223.0,2013-09-08 17:00:00,1,Sunday,2013,Regular,NYJ,TB,18,17,13.4,0,0,0,0,0,0,2,0,0,-1,65,1,0,0,0,6,24,0,82f Partly Cloudy,Jets,2013.0,1.0,NYJ,New York,Jets,82.0,Partly Cloudy,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43113,2013091510,00-0029613,TB,D.Martin,RB,7.0,69.0,223.0,2013-09-15 20:05:00,2,Sunday,2013,Regular,TB,NO,14,16,14.4,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,1,29,0,75f Overcast,Buccaneers,2013.0,2.0,TB,Tampa Bay,Buccaneers,75.0,Overcast,Good,13.4,,,,,,,6.0,24.0,0.0,,
43120,2013092206,00-0029613,TB,D.Martin,RB,7.0,69.0,223.0,2013-09-22 17:00:00,3,Sunday,2013,Regular,NE,TB,23,3,11.8,0,0,0,0,0,0,2,0,0,20,88,0,0,0,0,6,20,0,72f Fair,Patriots,2013.0,3.0,NE,New England,Patriots,72.0,Fair,Good,14.4,,,,,,,1.0,29.0,0.0,,
43126,2013092907,00-0029613,TB,D.Martin,RB,7.0,69.0,223.0,2013-09-29 17:00:00,4,Sunday,2013,Regular,TB,ARI,10,13,7.6,0,0,0,0,0,0,3,0,0,16,45,0,0,0,0,4,27,0,84f Partly Cloudy,Buccaneers,2013.0,4.0,TB,Tampa Bay,Buccaneers,84.0,Partly Cloudy,Good,11.800000000000002,13.2,,4.333333333333333,,24.33333333333333,,6.0,20.0,0.0,0.0,
43138,2013101307,00-0029613,TB,D.Martin,RB,7.0,69.0,223.0,2013-10-13 17:00:00,6,Sunday,2013,Regular,TB,PHI,20,31,11.1,0,0,0,0,0,0,4,0,0,24,67,0,0,0,0,4,16,0,84f Mostly Cloudy,Buccaneers,2013.0,6.0,TB,Tampa Bay,Buccaneers,84.0,Mostly Cloudy,Good,7.600000000000001,11.266666666666667,,3.6666666666666665,,25.33333333333333,,4.0,27.0,0.0,0.0,
43143,2013102000,00-0029613,TB,D.Martin,RB,7.0,69.0,223.0,2013-10-20 17:00:00,7,Sunday,2013,Regular,ATL,TB,31,23,5.9,0,0,0,0,0,0,1,0,0,7,47,0,0,0,0,3,11,0,DOME,Falcons,2013.0,7.0,ATL,Atlanta,Falcons,65.0,DOME,Good,11.100000000000005,10.16666666666667,11.66,4.666666666666667,4.2,21.0,23.2,4.0,16.0,0.0,0.0,0.0
46483,2013090808,00-0023564,NO,D.Sproles,RB,14.0,66.0,190.0,2013-09-08 17:00:00,1,Sunday,2013,Regular,NO,ATL,23,17,14.0,0,0,0,0,0,0,6,0,0,88,22,0,0,0,0,6,8,0,DOME,Saints,2013.0,1.0,NO,New Orleans,Saints,65.0,DOME,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46492,2013091510,00-0023564,NO,D.Sproles,RB,14.0,66.0,190.0,2013-09-15 20:05:00,2,Sunday,2013,Regular,TB,NO,14,16,9.2,0,0,0,0,0,0,6,0,0,36,26,0,0,0,0,8,7,0,75f Overcast,Buccaneers,2013.0,2.0,TB,Tampa Bay,Buccaneers,75.0,Overcast,Good,14.0,,,,,,,6.0,8.0,0.0,,
46501,2013092207,00-0023564,NO,D.Sproles,RB,14.0,66.0,190.0,2013-09-22 17:00:00,3,Sunday,2013,Regular,NO,ARI,31,7,7.6,0,0,0,0,0,0,4,0,0,39,17,0,0,0,0,6,3,0,DOME,Saints,2013.0,3.0,NO,New Orleans,Saints,65.0,DOME,Good,9.2,,,,,,,8.0,7.0,0.0,,
46510,2013093000,00-0023564,NO,D.Sproles,RB,14.0,66.0,190.0,2013-10-01 00:40:00,4,Monday,2013,Regular,NO,MIA,38,17,27.7,0,1,0,0,0,0,7,1,0,114,28,1,0,0,0,8,4,0,DOME,Saints,2013.0,4.0,NO,New Orleans,Saints,65.0,DOME,Good,7.600000000000001,10.266666666666667,,6.666666666666668,,6.0,,6.0,3.0,0.0,0.0,
46516,2013100600,00-0023564,NO,D.Sproles,RB,14.0,66.0,190.0,2013-10-06 17:00:00,5,Sunday,2013,Regular,CHI,NO,18,26,5.6,0,0,0,0,0,0,3,0,0,31,10,0,0,0,0,3,3,0,61f Mostly Cloudy,Bears,2013.0,5.0,CHI,Chicago,Bears,61.0,Mostly Cloudy,Good,27.7,14.833333333333336,,7.333333333333332,,4.666666666666667,,8.0,4.0,0.0,0.0,
46523,2013101310,00-0023564,NO,D.Sproles,RB,14.0,66.0,190.0,2013-10-13 20:25:00,6,Sunday,2013,Regular,NE,NO,30,27,8.3,0,1,0,0,0,0,6,0,0,58,15,0,0,0,0,12,5,0,47f Fair,Patriots,2013.0,6.0,NE,New England,Patriots,47.0,Fair,Good,5.599999999999998,13.633333333333335,12.82,5.666666666666668,6.2,3.333333333333333,5.0,3.0,3.0,0.0,0.0,0.0
46537,2013102704,00-0023564,NO,D.Sproles,RB,14.0,66.0,190.0,2013-10-27 17:00:00,8,Sunday,2013,Regular,NO,BUF,35,17,2.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,DOME,Saints,2013.0,8.0,NO,New Orleans,Saints,65.0,DOME,Good,8.299999999999999,13.866666666666667,11.679999999999998,7.666666666666668,7.4,4.0,4.4,12.0,5.0,0.0,0.0,0.0
46542,2013110303,00-0023564,NO,D.Sproles,RB,14.0,66.0,190.0,2013-11-03 18:00:00,9,Sunday,2013,Regular,NYJ,NO,26,20,0.7,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,53f Overcast,Jets,2013.0,9.0,NYJ,New York,Jets,53.0,Overcast,Good,1.9999999999999984,5.300000000000002,10.239999999999998,6.333333333333332,6.6,2.6666666666666665,3.0,4.0,0.0,0.0,0.0,0.0
46548,2013111011,00-0023564,NO,D.Sproles,RB,14.0,66.0,190.0,2013-11-11 01:30:00,10,Sunday,2013,Regular,NO,DAL,49,17,22.3,0,1,0,0,0,0,7,1,0,76,12,1,0,0,0,7,5,0,DOME,Saints,2013.0,10.0,NO,New Orleans,Saints,65.0,DOME,Good,0.6999999999999984,3.6666666666666674,8.859999999999998,5.666666666666668,5.6,1.6666666666666667,2.4,1.0,0.0,0.0,0.0,0.0
46554,2013111710,00-0023564,NO,D.Sproles,RB,14.0,66.0,190.0,2013-11-17 21:25:00,11,Sunday,2013,Regular,NO,SF,23,20,5.5,0,0,0,0,0,0,4,0,0,19,16,0,0,0,0,4,3,0,DOME,Saints,2013.0,11.0,NO,New Orleans,Saints,65.0,DOME,Good,22.3,8.333333333333334,7.7799999999999985,4.0,5.4,1.6666666666666667,2.6,7.0,5.0,0.0,0.0,0.0
46569,2013120200,00-0023564,NO,D.Sproles,RB,14.0,66.0,190.0,2013-12-03 01:40:00,13,Monday,2013,Regular,SEA,NO,34,7,7.800000000000002,0,0,0,0,0,0,7,0,0,32,11,0,0,0,0,8,3,0,42f Partly Cloudy,Seahawks,2013.0,13.0,SEA,Seattle,Seahawks,42.0,Partly Cloudy,Good,5.5,9.500000000000002,7.759999999999998,4.0,5.6,2.6666666666666665,2.6,4.0,3.0,0.0,0.0,0.0
46577,2013120804,00-0023564,NO,D.Sproles,RB,14.0,66.0,190.0,2013-12-09 01:30:00,14,Sunday,2013,Regular,NO,CAR,31,13,7.6,0,0,0,0,0,0,3,0,0,23,38,0,0,0,0,3,1,0,DOME,Saints,2013.0,14.0,NO,New Orleans,Saints,65.0,DOME,Good,7.800000000000002,11.866666666666667,7.659999999999998,6.333333333333332,4.8,3.6666666666666665,2.2,8.0,3.0,0.0,0.0,0.0
